70000,Bangunan Yayasan Negeri Sembilan,Seremban,Negeri Sembilan
70000,Jalan Bandar Tunggal,Seremban,Negeri Sembilan
70000,Jalan Bathurst,Seremban,Negeri Sembilan
70000,Jalan Berhala,Seremban,Negeri Sembilan
70000,Jalan Bukit Lemon,Seremban,Negeri Sembilan
70000,Jalan Campbell,Seremban,Negeri Sembilan
70000,Jalan Dato Abdul Kadir,Seremban,Negeri Sembilan
70000,Jalan Dato Abdul Malek,Seremban,Negeri Sembilan
70000,Jalan Dato Abdul Rahman,Seremban,Negeri Sembilan
70000,Jalan Dato Bandar Tunggal,Seremban,Negeri Sembilan
70000,Jalan Dato Hamzah,Seremban,Negeri Sembilan
70000,Jalan Dato Lee Fong Yee,Seremban,Negeri Sembilan
70000,Jalan Dato Sheikh Ahmad,Seremban,Negeri Sembilan
70000,Jalan Dr Krishnan,Seremban,Negeri Sembilan
70000,Jalan Dr Murugesu,Seremban,Negeri Sembilan
70000,Jalan Dr Samuel,Seremban,Negeri Sembilan
70000,Jalan Kapitan Tam Yeong,Seremban,Negeri Sembilan
70000,Jalan Kong Sang,Seremban,Negeri Sembilan
70000,Jalan Lee Fong Yee,Seremban,Negeri Sembilan
70000,Jalan Lee Sam,Seremban,Negeri Sembilan
70000,Jalan Liat,Seremban,Negeri Sembilan
70000,Jalan Lim Kee Siong,Seremban,Negeri Sembilan
70000,Jalan Lintang,Seremban,Negeri Sembilan
70000,Jalan Nunis (Jalan Locke),Seremban,Negeri Sembilan
70000,Jalan Pasar,Seremban,Negeri Sembilan
70000,Jalan Raja Ali,Seremban,Negeri Sembilan
70000,Jalan Sheikh Ahmad,Seremban,Negeri Sembilan
70000,Jalan Siow Loong Hin,Seremban,Negeri Sembilan
70000,Jalan Tuanku Munawir,Seremban,Negeri Sembilan
70000,Jalan Tunku Hassan,Seremban,Negeri Sembilan
70000,Jalan Utam Singh,Seremban,Negeri Sembilan
70000,Jalan Wolff,Seremban,Negeri Sembilan
70000,Jalan Yam Tuan,Seremban,Negeri Sembilan
70000,Lorong Java (1 & 2),Seremban,Negeri Sembilan
70000,Medan Suria,Seremban,Negeri Sembilan
70000,Pusat Perniagaan Templer,Seremban,Negeri Sembilan
70000,Taman Selera,Seremban,Negeri Sembilan
70000,Taman Sim,Seremban,Negeri Sembilan
70000,Wisma Negeri,Seremban,Negeri Sembilan
70000,Wisma Persekutuan,Seremban,Negeri Sembilan
70100,Bukit Ampangan,Seremban,Negeri Sembilan
70100,Dusun Nyior Rahang Kecil,Seremban,Negeri Sembilan
70100,Jalan Aminuddin Baki,Seremban,Negeri Sembilan
70100,Jalan Atas,Seremban,Negeri Sembilan
70100,Jalan Dato Muda Linggi,Seremban,Negeri Sembilan
