88000,Bangunan Api-Api,Kota Kinabalu,Sabah
88000,Bangunan Asia City,Kota Kinabalu,Sabah
88000,Bangunan Bank Negara,Kota Kinabalu,Sabah
88000,Bangunan BFO,Kota Kinabalu,Sabah
88000,Bangunan Centre Point,Kota Kinabalu,Sabah
88000,Bangunan Dewan Bandaraya Kota Kinabalu,Kota Kinabalu,Sabah
88000,Bangunan Dewan Masyarakat Kota Kinabalu,Kota Kinabalu,Sabah
88000,Bangunan Feri Terminal,Kota Kinabalu,Sabah
88000,Bangunan Hong Kong Bank,Kota Kinabalu,Sabah
88000,Bangunan Indra Sabah,Kota Kinabalu,Sabah
88000,Bangunan Kinabalu Club,Kota Kinabalu,Sabah
88000,Bangunan KK Plaza,Kota Kinabalu,Sabah
88000,Bangunan MPKK,Kota Kinabalu,Sabah
88000,Bangunan Pasar Besar Kota Kinabalu,Kota Kinabalu,Sabah
88000,Bangunan S.T.P.C,Kota Kinabalu,Sabah
88000,Bangunan SAFMA,Kota Kinabalu,Sabah
88000,Bangunan Wawasan Plaza,Kota Kinabalu,Sabah
88000,Central Building,Kota Kinabalu,Sabah
88000,Chinese Chamber Building,Kota Kinabalu,Sabah
88000,Elas-Elas,Kota Kinabalu,Sabah
88000,Hong Dua,Kota Kinabalu,Sabah
88000,Hong Satu,Kota Kinabalu,Sabah
88000,Hotel Le Meridien,Kota Kinabalu,Sabah
88000,Hyatt Regency Hotel,Kota Kinabalu,Sabah
88000,Jalan 12,Kota Kinabalu,Sabah
88000,Jalan 13,Kota Kinabalu,Sabah
88000,Jalan 14,Kota Kinabalu,Sabah
88000,Jalan 15,Kota Kinabalu,Sabah
88000,Jalan 16,Kota Kinabalu,Sabah
88000,Jalan 2,Kota Kinabalu,Sabah
88000,Jalan 20,Kota Kinabalu,Sabah
88000,Jalan 21,Kota Kinabalu,Sabah
88000,Jalan 22,Kota Kinabalu,Sabah
88000,Jalan 23,Kota Kinabalu,Sabah
88000,Jalan 24,Kota Kinabalu,Sabah
88000,Jalan 3,Kota Kinabalu,Sabah
88000,Jalan 4,Kota Kinabalu,Sabah
88000,Jalan 5,Kota Kinabalu,Sabah
88000,Jalan 6,Kota Kinabalu,Sabah
88000,Jalan Albert Kwok,Kota Kinabalu,Sabah
88000,Jalan Api-Api,Kota Kinabalu,Sabah
88000,Jalan Bakau,Kota Kinabalu,Sabah
88000,Jalan Balai Polis Lama,Kota Kinabalu,Sabah
88000,Jalan Balai Polis,Kota Kinabalu,Sabah
88000,Jalan Bandaran Berjaya,Kota Kinabalu,Sabah
88000,Jalan Bandaran,Kota Kinabalu,Sabah
88000,Jalan Berjaya (1 - 3),Kota Kinabalu,Sabah
88000,Jalan Centre,Kota Kinabalu,Sabah
88000,Jalan Datuk Chong Thian Vun,Kota Kinabalu,Sabah
88000,Jalan Deasoka,Kota Kinabalu,Sabah
88000,Jalan Gaya,Kota Kinabalu,Sabah
88000,Jalan Haji Samad,Kota Kinabalu,Sabah
88000,Jalan Haji Saman,Kota Kinabalu,Sabah
88000,Jalan Haji Yaakub,Kota Kinabalu,Sabah
88000,Jalan Ibu Pejabat Berjaya,Kota Kinabalu,Sabah
88000,Jalan Jati,Kota Kinabalu,Sabah
88000,Jalan Kebijakan,Kota Kinabalu,Sabah
88000,Jalan Labuk,Kota Kinabalu,Sabah
88000,Jalan Ladang,Kota Kinabalu,Sabah
88000,Jalan Lapan,Kota Kinabalu,Sabah
88000,Jalan Lee Tet Phui,Kota Kinabalu,Sabah
88000,Jalan Liman Diki,Kota Kinabalu,Sabah
88000,Jalan Masjid Lama,Kota Kinabalu,Sabah
88000,Jalan Merdeka,Kota Kinabalu,Sabah
88000,Jalan Padang,Kota Kinabalu,Sabah
88000,Jalan Padas,Kota Kinabalu,Sabah
88000,Jalan Pantai,Kota Kinabalu,Sabah
88000,Jalan Pasar Baru,Kota Kinabalu,Sabah
88000,Jalan Pasar,Kota Kinabalu,Sabah
88000,Jalan Pelabuhan,Kota Kinabalu,Sabah
88000,Jalan Pengiran Fatimah,Kota Kinabalu,Sabah
88000,Jalan Perpaduan,Kota Kinabalu,Sabah
88000,Jalan Perpustakaan Negeri,Kota Kinabalu,Sabah
88000,Jalan Salleh Sulong,Kota Kinabalu,Sabah
88000,Jalan Satu,Kota Kinabalu,Sabah
88000,Jalan Sebelas,Kota Kinabalu,Sabah
88000,Jalan Segama,Kota Kinabalu,Sabah
88000,Jalan Segumting,Kota Kinabalu,Sabah
88000,Jalan Sembilan Belas,Kota Kinabalu,Sabah
88000,Jalan Sembilan,Kota Kinabalu,Sabah
88000,Jalan Sentosa,Kota Kinabalu,Sabah
88000,Jalan Sepuloh,Kota Kinabalu,Sabah
88000,Jalan Sinsuran,Kota Kinabalu,Sabah
88000,Jalan Sugut,Kota Kinabalu,Sabah
88000,Jalan Tan Beng Hing,Kota Kinabalu,Sabah
88000,Jalan Tanjung Lipat,Kota Kinabalu,Sabah
88000,Jalan Timbuk,Kota Kinabalu,Sabah
88000,Jalan Tuanku Abdul Rahman,Kota Kinabalu,Sabah
88000,Jalan Tugu,Kota Kinabalu,Sabah
88000,Jalan Tujuh Belas,Kota Kinabalu,Sabah
88000,Jalan Tujuh,Kota Kinabalu,Sabah
88000,Jalan Tun Razak,Kota Kinabalu,Sabah
88000,Kampung Air,Kota Kinabalu,Sabah
88000,King Park Hotel,Kota Kinabalu,Sabah
88000,Kompleks Asia City,Kota Kinabalu,Sabah
88000,Kompleks SEDCO,Kota Kinabalu,Sabah
88000,Kompleks Segama,Kota Kinabalu,Sabah
88000,Kompleks Sinsuran,Kota Kinabalu,Sabah
88000,Lebuhraya Pantai Baru,Kota Kinabalu,Sabah
88000,Lorong 6,Kota Kinabalu,Sabah
88000,Lorong 7,Kota Kinabalu,Sabah
88000,Lorong Api-Api,Kota Kinabalu,Sabah
88000,Lorong Bahasa,Kota Kinabalu,Sabah
88000,Lorong Bakau,Kota Kinabalu,Sabah
